train loss | 0.4612571299 |          0 | 1.3256726264953613
valid loss | 0.3244313107 |          0 | 82.21949625015259
train loss | 0.3115158677 |         10 | 86.39469790458679
train loss | 0.3795976341 |         20 | 89.58348846435547
train loss | 0.2910122275 |         30 | 92.78487539291382
train loss | 0.2615610063 |         40 | 95.97083687782288
train loss | 0.2737405598 |         50 | 99.1592378616333
train loss | 0.3090733886 |         60 | 102.35555291175842
train loss | 0.2489395738 |         70 | 105.54568696022034
train loss | 0.2419126034 |         80 | 108.74298334121704
train loss | 0.2544181645 |         90 | 111.93214893341064
train loss | 0.2751042843 |        100 | 115.12761569023132
train loss | 0.2529954612 |        110 | 118.31191301345825
train loss | 0.2412971705 |        120 | 121.49688816070557
train loss | 0.2074477971 |        130 | 124.69629740715027
train loss | 0.2621572316 |        140 | 127.8825216293335
train loss | 0.2692646980 |        150 | 131.125670671463
train loss | 0.2902828157 |        160 | 134.4622209072113
train loss | 0.2012451738 |        170 | 137.65590834617615
train loss | 0.2213586569 |        180 | 140.8579089641571
train loss | 0.2393685877 |        190 | 144.04874777793884
train loss | 0.2312372625 |        200 | 147.24959659576416
train loss | 0.2474593669 |        210 | 150.4409999847412
train loss | 0.2486193180 |        220 | 153.64160704612732
train loss | 0.2066671401 |        230 | 156.85131931304932
train loss | 0.2221630812 |        240 | 160.03277730941772
train loss | 0.2265063226 |        250 | 163.24312663078308
train loss | 0.1987895370 |        260 | 166.42836380004883
train loss | 0.2020518184 |        270 | 169.63743782043457
train loss | 0.2494028360 |        280 | 172.8338906764984
train loss | 0.2305637300 |        290 | 176.0225386619568
train loss | 0.2476869076 |        300 | 179.21548795700073
train loss | 0.2567852736 |        310 | 182.41573238372803
train loss | 0.2317415625 |        320 | 185.60566425323486
train loss | 0.2713737488 |        330 | 188.81361627578735
train loss | 0.2186609358 |        340 | 192.01235032081604
train loss | 0.2560901046 |        350 | 195.205894947052
train loss | 0.2297449112 |        360 | 198.39678740501404
train loss | 0.2206787914 |        370 | 201.58827090263367
train loss | 0.2238593400 |        380 | 204.79434633255005
train loss | 0.2131759524 |        390 | 207.9900496006012
train loss | 0.1994747519 |        400 | 211.17836809158325
train loss | 0.2024283856 |        410 | 214.3690345287323
train loss | 0.1816108525 |        420 | 217.56325364112854
train loss | 0.2286362052 |        430 | 220.76473236083984
train loss | 0.2158076614 |        440 | 223.97110986709595
train loss | 0.2559496760 |        450 | 227.16058540344238
train loss | 0.2133704573 |        460 | 230.3474018573761
train loss | 0.2508008480 |        470 | 233.54762816429138
train loss | 0.2209437340 |        480 | 236.7483525276184
train loss | 0.2187625319 |        490 | 239.93966126441956
train loss | 0.2028770000 |        500 | 243.14207434654236
train loss | 0.2349907756 |        510 | 246.3406229019165
train loss | 0.2283248603 |        520 | 249.53118324279785
train loss | 0.2392572463 |        530 | 252.72605395317078
train loss | 0.2018177807 |        540 | 255.9255669116974
train loss | 0.2608601153 |        550 | 259.1228895187378
train loss | 0.2017402351 |        560 | 262.31760430336
train loss | 0.1863530427 |        570 | 265.51339530944824
train loss | 0.2109183669 |        580 | 268.7045407295227
train loss | 0.2307651341 |        590 | 271.9050326347351
train loss | 0.1858441532 |        600 | 275.0965802669525
train loss | 0.2411434948 |        610 | 278.2972342967987
train loss | 0.2216487229 |        620 | 281.49109959602356
train loss | 0.2028174400 |        630 | 284.69353723526
train loss | 0.2338189483 |        640 | 287.87993907928467
train loss | 0.2007150054 |        650 | 291.083190202713
train loss | 0.2158504128 |        660 | 294.27773213386536
train loss | 0.2297074497 |        670 | 297.46350717544556
train loss | 0.2068161368 |        680 | 300.66458106040955
train loss | 0.2020010352 |        690 | 303.854483127594
train loss | 0.1880488545 |        700 | 307.064683675766
train loss | 0.2117426991 |        710 | 310.25893115997314
train loss | 0.1865211278 |        720 | 313.4402594566345
train loss | 0.2292099893 |        730 | 316.64075469970703
train loss | 0.1931985766 |        740 | 319.8428099155426
train loss | 0.2252853662 |        750 | 323.0356676578522
train loss | 0.1790612489 |        760 | 326.22169256210327
train loss | 0.2127751112 |        770 | 329.42326164245605
train loss | 0.2126169801 |        780 | 332.6211893558502
train loss | 0.1890474558 |        790 | 335.80717968940735
train loss | 0.2131345868 |        800 | 339.01428747177124
train loss | 0.1699847132 |        810 | 342.20695400238037
train loss | 0.1906866431 |        820 | 345.40017342567444
train loss | 0.1851731241 |        830 | 348.6000759601593
train loss | 0.1932664812 |        840 | 351.7948582172394
train loss | 0.2413915396 |        850 | 354.9820969104767
train loss | 0.1674248874 |        860 | 358.17782640457153
train loss | 0.2271114886 |        870 | 361.38358068466187
train loss | 0.1948865503 |        880 | 364.567809343338
train loss | 0.2104273736 |        890 | 367.7602882385254
train loss | 0.2457133830 |        900 | 370.9602153301239
train loss | 0.1878911853 |        910 | 374.16575360298157
train loss | 0.2120387554 |        920 | 377.36051416397095
train loss | 0.2374960780 |        930 | 380.5570800304413
train loss | 0.1819094568 |        940 | 383.74290919303894
train loss | 0.2175956368 |        950 | 386.9434792995453
train loss | 0.1842336357 |        960 | 390.1344726085663
train loss | 0.1871363670 |        970 | 393.3360822200775
train loss | 0.2027546763 |        980 | 396.5269367694855
train loss | 0.1705129147 |        990 | 399.72661900520325
train loss | 0.1968125105 |       1000 | 402.9194483757019
train loss | 0.1929021329 |       1010 | 406.1282467842102
train loss | 0.2283014059 |       1020 | 409.40695691108704
train loss | 0.1974020451 |       1030 | 412.5984516143799
train loss | 0.2075679451 |       1040 | 415.79879426956177
train loss | 0.2045297176 |       1050 | 418.99951004981995
